# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 20 19:26:42 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr not null
# CONSTRAINT:  and st_lumstr not null)
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
4.94370000,0.00230000,-0.00230000,0,0.058000,0.003300,-0.003300,0,,,,,,,,,0.290000,0.150000,-0.150000,0,,,,,1.04,0.03,-0.05,0,0.99,0.14,-0.10,0,-0.022,0.008,-0.011,0
1293.00000000,37.00000000,-37.00000000,0,2.353000,0.045200,-0.045200,0,,,,,,,,,0.501000,0.030000,-0.030000,0,,,,,1.02,0.02,-0.02,0,1.04,0.01,-0.01,0,0.143,0.063,-0.063,0
1293.00000000,37.00000000,-37.00000000,0,2.410000,,,0,,,,,,,,,0.501000,0.030000,-0.030000,0,,,,,1.13,0.04,-0.05,0,1.11,0.16,-0.13,0,0.175,0.012,-0.013,0
14.07260000,0.00160000,-0.00160000,0,0.105900,0.004300,-0.004600,0,,,,,,,,,0.090000,0.040000,-0.040000,0,,,,,,,,,0.80,,,0,-0.244,0.015,-0.016,0
95.94460000,0.15550000,-0.13660000,0,0.380900,0.015300,-0.016400,0,,,,,,,,,0.140000,0.070000,-0.070000,0,,,,,,,,,0.80,,,0,-0.244,0.015,-0.016,0
119.60000000,0.42000000,-0.42000000,0,0.500000,,,0,,,,,,,,,0.350000,0.030000,-0.030000,0,,,,,1.10,,,0,1.18,,,0,0.297,,,0
14.33915600,0.00004900,-0.00004700,0,0.120200,0.001300,-0.001300,0,2.450,0.050,-0.050,0,7.80000,1.50000,-1.40000,0,0.080000,0.090000,-0.050000,0,89.270,0.470,-0.480,0,1.19,0.02,-0.02,0,1.13,0.04,-0.04,0,0.280,0.015,-0.012,0
40.87000000,0.18000000,-0.17000000,0,0.241600,0.002700,-0.002700,0,,,,,,,,,0.070000,0.080000,-0.040000,0,,,,,1.19,0.02,-0.02,0,1.13,0.04,-0.04,0,0.280,0.015,-0.012,0
674.60000000,17.00000000,-17.00000000,0,1.750000,,,0,,,,,,,,,0.120000,0.080000,-0.080000,0,,,,,3.26,0.50,-0.41,0,1.56,0.18,-0.18,0,0.663,,,0
641.00000000,2.00000000,-2.00000000,0,1.669700,0.003600,-0.003600,0,,,,,,,,,0.020000,0.030000,-0.030000,0,,,,,3.85,0.40,-0.40,0,1.51,0.11,-0.11,0,0.908,0.078,-0.096,0
638.60000000,1.20000000,-1.20000000,0,1.570000,0.130000,-0.130000,0,,,,,,,,,0.015000,0.016000,-0.016000,0,,,,,4.06,0.42,-0.42,0,1.27,0.30,-0.30,0,0.920,0.090,-0.090,0
886.00000000,8.00000000,-8.00000000,0,2.071000,0.013000,-0.013000,0,,,,,,,,,0.150000,0.060000,-0.060000,0,,,,,3.85,0.40,-0.40,0,1.51,0.11,-0.11,0,0.908,0.078,-0.096,0
877.00000000,4.90000000,-4.90000000,0,1.940000,0.160000,-0.160000,0,,,,,,,,,0.109000,0.067000,-0.067000,0,,,,,4.06,0.42,-0.42,0,1.27,0.30,-0.30,0,0.920,0.090,-0.090,0
1827.00000000,10.00000000,-10.00000000,0,3.180000,0.180000,-0.180000,0,,,,,,,,,0.705000,0.022000,-0.022000,0,,,,,1.52,0.07,-0.07,0,1.29,0.20,-0.20,0,0.430,0.040,-0.040,0
139.35000000,0.21000000,-0.22000000,0,0.530000,0.020000,-0.020000,0,,,,,,,,,0.076000,0.070000,-0.023000,0,,,,,9.09,1.50,-1.50,0,1.01,0.10,-0.10,0,1.610,0.090,-0.090,0
792.60000000,7.70000000,-7.70000000,0,1.900000,,,0,,,,,,,,,0.190000,0.061000,-0.061000,0,,,,,5.50,0.40,,0,1.55,0.23,,0,1.179,,,0
768.70000000,4.72000000,-1.67000000,0,1.790000,0.007000,-0.003000,0,,,,,,,,,0.110000,0.029000,-0.080000,0,,,,,5.43,0.70,-0.62,0,1.29,0.23,-0.23,0,1.155,0.109,-0.113,0
29.04992000,0.00021000,-0.00021000,0,0.229000,0.004000,-0.004000,0,3.710,0.200,-0.200,0,,,,,0.680000,,,1,89.300,0.400,-0.400,0,1.75,0.07,-0.07,0,1.89,0.11,-0.11,0,1.158,0.010,-0.010,0
177.11000000,0.32000000,-0.32000000,0,0.760000,0.020000,-0.020000,0,,,,,,,,,0.066000,0.022000,-0.022000,0,,,,,8.70,0.20,-0.20,0,1.91,0.13,-0.13,0,1.595,0.009,-0.009,0
495.40000000,3.00000000,-3.00000000,0,1.500000,0.100000,-0.100000,0,,,,,,,,,0.270000,0.100000,-0.100000,0,,,,,27.00,1.50,-1.50,0,1.70,0.20,-0.20,0,2.394,,,0
5138.00000000,24.00000000,-22.00000000,0,6.150000,0.040000,-0.030000,0,,,,,5965.63920,209.76675,-200.23190,0,0.607000,0.005000,-0.005000,0,137.300,1.500,-1.600,0,1.40,0.01,-0.01,0,1.16,0.03,-0.03,0,0.433,0.006,-0.006,0
7.10793000,0.00040000,-0.00034000,0,0.071900,0.003100,-0.004400,0,2.150,0.100,-0.100,0,,,,,0.000000,,,0,89.380,0.430,-0.640,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0,-0.123,0.015,-0.015,0
7.10793790,0.00000540,-0.00000540,0,0.071400,0.003600,-0.003800,0,2.112,0.093,-0.086,0,,,,,0.240000,0.270000,-0.180000,0,88.490,0.870,-0.400,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0,-0.125,0.017,-0.018,0
20.54379100,0.00001700,-0.00001800,0,0.144800,0.007300,-0.007700,0,2.521,0.100,-0.100,0,,,,,0.210000,0.330000,-0.140000,0,89.280,0.400,-0.220,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0,-0.125,0.017,-0.018,0
20.54530000,0.00120000,-0.00130000,0,0.145800,0.006200,-0.010100,0,2.670,0.120,-0.120,0,,,,,0.000000,,,0,89.147,0.069,-0.200,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0,-0.123,0.015,-0.015,0
4.20907500,0.00001200,-0.00002300,0,0.050300,0.002500,-0.002700,0,1.073,0.046,-0.044,0,,,,,0.160000,0.360000,-0.120000,0,88.730,0.850,-1.060,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0,-0.125,0.017,-0.018,0
2.81782200,0.00009500,-0.00009500,0,0.036000,,,0,,,,,,,,,0.000000,,,0,,,,,,,,,0.80,,,0,-0.592,,,0
623.00000000,3.40000000,-3.40000000,0,1.510000,0.006000,-0.006000,0,,,,,,,,,0.110000,0.070000,-0.070000,0,,,,,5.44,0.07,-0.07,0,1.64,0.06,-0.06,0,1.248,0.007,-0.007,0
21.99800000,0.00900000,-0.00900000,0,0.140000,,,0,,,,,,,,,0.170000,0.030000,-0.030000,0,,,,,,,,,0.79,,,0,0.050,,,0
613.10000000,11.40000000,-11.40000000,0,1.370000,,,0,,,,,,,,,0.410000,0.060000,-0.060000,0,,,,,,,,,0.92,,,0,-0.149,,,0
572.40000000,2.10000000,-2.10000000,0,1.300000,0.030000,-0.030000,0,,,,,,,,,0.000000,0.020000,-0.020000,0,,,,,0.89,0.06,-0.04,0,1.00,0.15,-0.10,0,-0.150,0.009,-0.011,0
152.60000000,0.60000000,-0.60000000,0,0.540000,0.010000,-0.010000,0,,,,,,,,,0.020000,0.100000,-0.100000,0,,,,,0.89,0.06,-0.04,0,1.00,0.15,-0.10,0,-0.150,0.009,-0.011,0
480.50000000,0.50000000,-0.50000000,0,1.200000,0.100000,-0.100000,0,,,,,,,,,0.070000,0.030000,-0.030000,0,,,,,21.40,0.60,-0.60,0,1.10,0.10,-0.10,0,2.240,,,0
2293.90000000,6.40000000,-6.40000000,0,3.471000,0.069000,-0.069000,0,,,,,,,,,0.440000,0.013000,-0.013000,0,,,,,1.16,0.07,-0.06,0,1.01,0.16,-0.10,0,0.096,0.014,-0.008,0
352.20000000,1.70000000,-1.60000000,0,1.080000,0.040000,-0.040000,0,,,,,,,,,0.170000,0.070000,-0.070000,0,,,,,1.55,0.32,-0.32,0,1.36,0.04,-0.04,0,0.540,0.085,-0.110,0
2374.00000000,193.00000000,-156.00000000,0,3.860000,0.430000,-0.370000,0,,,,,,,,,0.760000,0.170000,-0.240000,0,,,,,1.55,0.32,-0.32,0,1.36,0.04,-0.04,0,0.540,0.085,-0.110,0
2496.00000000,176.00000000,-176.00000000,0,3.560000,0.240000,-0.150000,0,,,,,,,,,0.100000,0.110000,-0.040000,0,,,,,1.02,0.03,-0.03,0,0.96,,,0,0.053,,,0
1103.00000000,33.00000000,-33.00000000,0,2.180000,0.090000,-0.090000,0,,,,,,,,,0.030000,0.060000,-0.060000,0,,,,,1.02,0.05,-0.05,0,1.12,0.05,-0.05,0,0.068,0.022,-0.023,0
663.87000000,4.61000000,-4.31000000,0,2.030000,0.010000,-0.010000,0,,,,,,,,,0.280000,0.100000,-0.090000,0,,,,,86.40,,,0,2.49,,,0,3.224,,,0
1193.30000000,7.00000000,-7.00000000,0,2.482000,0.010000,-0.010000,0,,,,,,,,,0.190000,0.060000,-0.060000,0,,,,,7.72,0.15,-0.15,0,1.68,0.09,-0.09,0,1.470,0.008,-0.008,0
8.66700000,0.00300000,-0.00300000,0,0.078500,,,0,,,,,,,,,0.100000,0.040000,-0.040000,0,,,,,,,,,0.86,0.03,-0.03,0,-0.220,0.020,-0.020,0
31.56000000,0.04000000,-0.04000000,0,0.186000,,,0,,,,,,,,,0.130000,0.060000,-0.060000,0,,,,,,,,,0.86,0.03,-0.03,0,-0.220,0.020,-0.020,0
197.00000000,3.00000000,-3.00000000,0,0.630000,,,0,,,,,,,,,0.070000,0.070000,-0.070000,0,,,,,,,,,0.86,0.03,-0.03,0,-0.220,0.020,-0.020,0
615.00000000,7.00000000,-7.00000000,0,1.360000,0.020000,-0.020000,0,,,,,,,,,0.190000,0.190000,-0.130000,0,,,,,0.96,,,0,0.89,,,0,-0.155,,,0
3658.00000000,32.00000000,-32.00000000,0,4.740000,0.080000,-0.080000,0,,,,,,,,,0.220000,0.030000,-0.030000,0,,,,,1.36,0.06,-0.06,0,1.06,0.04,-0.04,0,0.336,,,0
3630.00000000,230.00000000,-230.00000000,0,4.770000,0.370000,-0.370000,0,,,,,,,,,0.269000,0.038000,-0.038000,0,,,,,1.45,0.08,-0.08,0,1.09,0.13,-0.14,0,0.374,0.015,-0.010,0
39.47500000,0.00400000,-0.00400000,0,0.228000,0.008000,-0.008000,0,,,,,,,,,0.423000,0.006000,-0.006000,0,,,,,1.22,0.06,-0.06,0,1.02,0.05,-0.05,0,0.146,0.027,-0.029,0
1260.00000000,7.00000000,-7.00000000,0,2.198000,0.025000,-0.025000,0,,,,,,,,,0.256000,0.009000,-0.009000,0,,,,,1.04,,,0,0.89,0.03,-0.03,0,-0.106,0.047,-0.053,0
1770.00000000,40.00000000,-40.00000000,0,3.067000,0.068000,-0.068000,0,,,,,,,,,0.074000,0.071000,-0.071000,0,,,,,2.39,0.16,-0.16,0,1.23,0.06,-0.06,0,0.522,0.053,-0.060,0
1721.00000000,36.00000000,-36.00000000,0,2.950000,0.220000,-0.220000,0,,,,,,,,,0.000000,,,0,,,,,2.58,0.17,-0.17,0,1.16,0.21,-0.21,0,0.540,0.060,-0.060,0
6.39806610,0.00000950,-0.00000970,0,0.059950,0.000740,-0.000720,0,2.840,0.160,-0.120,0,15.90000,5.30000,-3.90000,0,0.294000,0.130000,-0.062000,0,89.450,0.380,-0.500,0,0.68,0.02,-0.02,0,0.70,0.03,-0.03,0,-0.744,0.014,-0.014,0
18.88050000,0.00240000,-0.00110000,0,0.123300,0.001500,-0.001500,0,2.730,0.120,-0.110,0,22.50000,5.00000,-5.50000,0,0.093000,0.130000,-0.066000,0,89.610,0.260,-0.240,0,0.68,0.02,-0.02,0,0.70,0.03,-0.03,0,-0.744,0.014,-0.014,0
51.63850000,0.00150000,-0.00150000,0,0.291600,0.003300,-0.003300,0,,,,,,,,,0.638000,0.006100,-0.006100,0,,,,,1.48,0.06,-0.06,0,1.10,0.15,-0.12,0,0.401,0.012,-0.015,0
51.63800000,0.00400000,-0.00400000,0,0.291690,0.000010,-0.000010,0,,,,,,,,,0.630000,0.010000,-0.010000,0,,,,,1.64,0.19,-0.19,0,1.24,,,0,0.482,0.064,-0.076,0
51.64300000,0.01100000,-0.01100000,0,0.294000,,,0,,,,,,,,,0.636000,0.009000,-0.009000,0,,,,,,,,,1.27,,,0,0.490,,,0
2025.00000000,11.00000000,-11.00000000,0,3.400000,,,0,,,,,,,,,0.583000,0.039000,-0.039000,0,,,,,,,,,1.27,,,0,0.490,,,0
2448.90000000,5.50000000,-5.50000000,0,3.820000,0.044000,-0.044000,0,,,,,,,,,0.382900,0.008000,-0.008000,0,,,,,1.48,0.06,-0.06,0,1.10,0.15,-0.12,0,0.401,0.012,-0.015,0
2520.00000000,15.00000000,-15.00000000,0,3.900000,0.020000,-0.020000,0,,,,,,,,,0.380000,0.020000,-0.020000,0,,,,,1.64,0.19,-0.19,0,1.24,,,0,0.482,0.064,-0.076,0
1270.50000000,5.92000000,-12.10000000,0,2.330000,0.010000,-0.020000,0,,,,,,,,,0.800000,0.080000,-0.060000,0,,,,,1.03,0.05,-0.06,0,1.12,0.14,-0.14,0,0.101,0.014,-0.013,0
1275.00000000,15.00000000,-11.00000000,0,2.300000,0.040000,-0.040000,0,,,,,,,,,0.820000,0.060000,-0.060000,0,,,,,1.01,,,0,1.05,,,0,0.083,,,0
15.01700000,0.00200000,-0.00200000,0,0.121000,0.001000,-0.001000,0,,,,,,,,,0.100000,0.100000,-0.100000,0,,,,,1.33,0.01,-0.01,0,1.04,0.03,-0.03,0,0.253,0.005,-0.005,0
3449.00000000,189.00000000,-210.00000000,0,4.500000,0.200000,-0.200000,0,,,,,,,,,0.200000,0.200000,-0.100000,0,,,,,1.33,0.01,-0.01,0,1.04,0.03,-0.03,0,0.253,0.005,-0.005,0
341.50000000,1.30000000,-1.30000000,0,1.033000,0.071000,-0.071000,0,,,,,,,,,0.142000,0.078000,-0.078000,0,,,,,3.40,0.26,-0.26,0,1.26,0.25,-0.25,0,0.770,0.070,-0.070,0
341.70000000,6.10000000,-6.10000000,0,1.073000,0.013000,-0.013000,0,,,,,,,,,0.130000,0.100000,-0.100000,0,,,,,3.30,0.30,-0.30,0,1.41,0.08,-0.08,0,0.756,0.064,-0.075,0
3878.00000000,261.00000000,-261.00000000,0,5.220000,0.580000,-0.580000,0,,,,,,,,,0.266000,0.040000,-0.040000,0,,,,,3.40,0.26,-0.26,0,1.26,0.25,-0.25,0,0.770,0.070,-0.070,0
422.90000000,0.29000000,-0.29000000,0,1.191000,0.073000,-0.073000,0,,,,,,,,,0.110000,0.010000,-0.010000,0,,,,,1.58,0.11,-0.11,0,1.26,0.23,-0.23,0,0.460,0.060,-0.060,0
415.40000000,0.20000000,-0.20000000,0,1.149000,0.017000,-0.017000,0,,,,,,,,,0.856000,0.009000,-0.009000,0,,,,,7.47,0.60,-0.60,0,1.17,0.20,-0.20,0,1.380,,,0
415.89100000,0.04300000,-0.03900000,0,1.091000,0.068000,-0.077000,0,,,,,,,,,0.878200,0.002500,-0.002500,0,,,,,8.33,0.56,-0.56,0,1.00,0.20,-0.20,0,1.470,0.019,-0.015,0
5.73610000,0.00150000,-0.00150000,0,0.061400,,,0,,,,,15.90000,4.70000,-5.30000,0,0.090000,0.250000,-0.090000,0,,,,,0.88,0.04,,0,0.93,0.05,,0,-0.260,0.016,,0
273.10000000,1.30000000,-0.40000000,0,0.900000,0.070000,-0.080000,0,,,,,,,,,0.259000,0.067000,-0.206000,0,,,,,11.06,0.44,-0.43,0,1.28,0.32,-0.28,0,1.790,0.045,-0.046,0
5.39780000,0.00150000,-0.00150000,0,0.057000,,,0,,,,,,,,,0.170000,0.160000,-0.160000,0,,,,,0.78,0.02,-0.02,0,0.83,0.02,-0.04,0,-0.434,0.022,-0.022,0
1807.00000000,15.00000000,-15.00000000,0,2.980000,0.150000,-0.150000,0,,,,,,,,,0.575000,0.023000,-0.023000,0,,,,,1.05,0.04,-0.04,0,1.08,0.15,-0.15,0,0.030,0.030,-0.030,0
111.42800000,0.00200000,-0.00200000,0,0.460000,0.007000,-0.007000,0,,,,,,,,,0.933000,0.001000,-0.001000,0,,,,,1.09,0.04,-0.06,0,0.97,0.15,-0.10,0,-0.002,0.009,-0.011,0
0.71957300,0.00002100,-0.00002100,0,0.016600,0.000300,-0.000300,0,1.613,0.071,-0.071,0,5.60000,0.43000,-0.43000,0,,,,,82.100,2.400,-2.400,0,1.22,0.01,-0.01,0,1.18,0.04,-0.04,0,0.240,0.020,-0.020,0
1002.70000000,4.00000000,-3.40000000,0,1.946000,0.014000,-0.014000,0,,,,,2301.07767,317.82841,-117.59651,0,0.525000,0.024000,-0.026000,0,73.000,12.000,-16.000,0,,,,,0.99,0.02,-0.02,0,-0.077,0.009,-0.009,0
183.93000000,0.09000000,-0.09000000,0,0.648000,0.000000,0.000000,0,,,,,,,,,0.040000,0.022000,-0.031000,0,,,,,11.13,1.58,-0.68,0,1.07,0.27,-0.16,0,1.780,0.095,-0.057,0
184.02000000,0.18000000,-0.18000000,0,0.810000,,,0,,,,,,,,,0.000000,,,0,,,,,13.00,,,0,2.10,,,0,1.857,,,0
1047.10000000,8.50000000,-8.50000000,0,3.300000,0.100000,-0.100000,0,,,,,,,,,0.170000,0.070000,-0.070000,0,,,,,83.80,7.80,-7.80,0,4.30,0.50,-0.50,0,3.261,,,0
705.00000000,34.00000000,-34.00000000,0,1.650000,0.060000,-0.060000,0,,,,,,,,,0.066000,,,0,,,,,4.80,0.10,-0.10,0,1.06,0.07,-0.07,0,1.143,0.015,-0.016,0
442.40000000,3.10000000,-3.10000000,0,1.151000,0.006400,-0.006400,0,,,,,,,,,0.203000,0.052000,-0.052000,0,,,,,1.03,0.02,-0.02,0,1.04,0.01,-0.01,0,0.161,0.061,-0.061,0
441.47000000,0.35000000,-0.35000000,0,1.183060,0.000620,-0.000620,0,,,,,534.25000,8.89900,-8.89900,0,0.162000,0.036000,-0.036000,0,90.000,,,0,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0,0.194,0.010,-0.015,0
435.10000000,1.40000000,-1.40000000,0,1.180000,,,0,,,,,,,,,0.180000,0.040000,-0.040000,0,,,,,,,,,1.15,,,0,0.180,,,0
441.20000000,,,0,1.180000,,,0,,,,,,,,,0.219000,,,0,,,,,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0,0.194,0.010,-0.015,0
219.30000000,0.80000000,-0.80000000,0,0.720900,0.002900,-0.002900,0,,,,,,,,,0.425000,0.018000,-0.018000,0,,,,,1.03,0.02,-0.02,0,1.04,0.01,-0.01,0,0.161,0.061,-0.061,0
219.40000000,0.20000000,-0.20000000,0,0.750000,,,0,,,,,,,,,0.380000,0.010000,-0.010000,0,,,,,,,,,1.15,,,0,0.180,,,0
220.07800000,0.05100000,-0.05100000,0,0.743450,0.000120,-0.000120,0,,,,,622.60300,14.93700,-14.93700,0,0.366300,0.009700,-0.009700,0,90.000,,,0,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0,0.194,0.010,-0.015,0
219.30000000,,,0,0.747000,,,0,,,,,,,,,0.359000,,,0,,,,,1.18,0.07,-0.05,0,1.08,0.12,-0.15,0,0.194,0.010,-0.015,0
2.98562500,0.00006000,-0.00006000,0,0.040600,0.002300,-0.002300,0,,,,,,,,,0.008000,0.025000,-0.025000,0,,,,,1.00,0.05,-0.04,0,0.95,0.14,-0.10,0,-0.102,0.011,-0.008,0
2.98562800,0.00000500,-0.00000500,0,0.040600,0.000400,-0.000400,0,,,,,,,,,0.012000,0.007000,-0.006000,0,,,,,0.94,0.02,-0.02,0,1.00,0.03,-0.03,0,-0.104,0.001,-0.001,0
2.98565000,0.00003000,-0.00003000,0,0.039000,,,0,,,,,,,,,0.013000,0.013000,-0.013000,0,,,,,,,,,0.90,,,0,-0.060,,,0
2.98569800,0.00005700,-0.00005700,0,0.040600,0.002300,-0.002300,0,,,,,,,,,0.012000,0.023000,-0.023000,0,,,,,1.00,0.05,-0.04,0,0.95,0.14,-0.10,0,-0.102,0.011,-0.008,0
8241.00000000,1019.00000000,-530.00000000,0,8.000000,0.800000,-0.800000,0,,,,,476.74261,158.91420,-63.56568,0,0.760000,0.046000,-0.047000,0,,,,,0.94,0.02,-0.02,0,1.00,0.03,-0.03,0,-0.104,0.001,-0.001,0
788.00000000,25.00000000,-25.00000000,0,1.520000,0.040000,-0.040000,0,,,,,,,,,0.410000,0.120000,-0.120000,0,,,,,,,,,0.76,,,0,-0.367,0.029,-0.031,0
227.55000000,0.77000000,-0.77000000,0,0.770000,,,0,,,,,,,,,0.288000,0.053000,-0.053000,0,,,,,1.41,0.09,-0.06,0,1.12,0.19,-0.11,0,0.376,0.013,-0.014,0
2.13784310,0.00000310,-0.00000310,0,0.034600,0.002700,-0.002700,0,,,,,,,,,0.011900,0.004700,-0.004700,0,,,,,1.46,0.14,-0.14,0,1.21,0.28,-0.28,0,0.380,0.080,-0.080,0
1628.00000000,22.00000000,-21.00000000,0,2.730000,0.060000,-0.060000,0,,,,,143.02350,12.71320,-15.89150,0,0.059000,0.062000,-0.039000,0,,,,,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,0.072,0.013,-0.011,0
1695.00000000,58.00000000,-58.00000000,0,2.840000,0.060000,-0.060000,0,,,,,,,,,0.150000,0.090000,-0.090000,0,,,,,1.02,0.03,-0.03,0,1.06,0.03,-0.03,0,0.025,,,0
3.98442000,0.00018000,-0.00018000,0,0.049000,0.001000,-0.001000,0,2.160,0.080,-0.080,0,7.25000,1.19000,-1.12000,0,0.075000,0.065000,-0.048000,0,86.450,0.260,-0.160,0,1.05,0.03,-0.03,0,1.02,0.06,-0.07,0,0.072,0.013,-0.011,0
1475.00000000,55.00000000,-55.00000000,0,2.860000,0.070000,-0.070000,0,,,,,,,,,0.700000,0.200000,-0.200000,0,,,,,1.88,0.12,-0.12,0,1.42,0.05,-0.05,0,0.660,0.100,-0.100,0
1634.00000000,17.00000000,-17.00000000,0,3.020000,0.150000,-0.150000,0,,,,,,,,,0.723000,0.016000,-0.016000,0,,,,,1.50,0.06,-0.08,0,1.28,0.25,-0.15,0,0.530,0.019,-0.014,0
1270.00000000,57.00000000,-57.00000000,0,2.720000,0.080000,-0.080000,0,,,,,,,,,0.170000,0.160000,-0.160000,0,,,,,8.80,0.60,-0.60,0,1.66,0.25,-0.25,0,1.560,,,0
3006.00000000,117.00000000,-124.00000000,0,3.770000,0.120000,-0.094000,0,,,,,2005.49725,98.52681,-101.70509,0,0.720000,0.038000,-0.027000,0,16.800,1.700,-1.400,0,,,,,0.80,0.02,-0.02,0,-0.471,0.010,-0.010,0
2754.00000000,87.00000000,-87.00000000,0,3.600000,0.080000,-0.080000,0,,,,,,,,,0.530000,0.120000,-0.120000,0,,,,,0.76,0.03,-0.03,0,0.82,0.04,-0.04,0,-0.498,0.024,-0.025,0
3.41587000,0.00059000,-0.00059000,0,0.047200,0.002700,-0.002700,0,,,,,,,,,0.133000,0.072000,-0.072000,0,,,,,2.03,0.15,-0.09,0,0.94,0.11,-0.13,0,0.497,0.011,-0.011,0
3.41488700,0.00004500,-0.00004500,0,0.047900,0.003200,-0.003200,0,,,,,,,,,0.000000,,,0,,,,,2.20,0.17,-0.17,0,1.26,0.25,-0.25,0,0.570,0.070,-0.070,0
2199.00000000,61.00000000,-61.00000000,0,3.363200,0.062800,-0.062800,0,,,,,,,,,0.250000,0.090000,-0.090000,0,,,,,1.01,0.01,-0.01,0,1.05,0.01,-0.01,0,0.113,0.063,-0.063,0
2157.00000000,63.00000000,-63.00000000,0,3.270000,0.070000,-0.070000,0,,,,,,,,,0.241000,0.070000,-0.070000,0,,,,,1.05,0.04,-0.04,0,1.03,0.04,-0.04,0,0.090,0.030,-0.030,0
2900.00000000,1100.00000000,-1100.00000000,0,3.900000,1.300000,-1.300000,0,,,,,,,,,0.010000,0.160000,-0.160000,0,,,,,1.09,0.04,-0.04,0,1.09,0.14,-0.13,0,0.131,0.010,-0.014,0
11.81430000,0.00020000,-0.00019000,0,0.111500,0.001200,-0.001200,0,7.263,0.325,-0.314,0,38.45743,5.72094,-6.03877,0,0.220000,0.100000,-0.120000,0,87.560,0.590,-0.240,0,1.73,0.05,-0.05,0,1.32,0.04,-0.04,0,0.433,0.023,-0.025,0
11.81430000,0.00020000,-0.00020000,0,0.106600,0.001200,-0.001400,0,7.398,0.314,-0.336,0,34.96130,5.40311,-5.72094,0,0.220000,0.095000,-0.130000,0,87.210,0.430,-0.220,0,1.75,0.05,-0.05,0,1.16,0.04,-0.04,0,0.425,0.024,-0.027,0
