# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 12:55:39 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_name desc
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2
HD 190360 b,2,2,0,2854.00000000,13.00000000,-13.00000000,0,3.900000,0.200000,-0.200000,0,13.400,,,0,1.200,,,0,572.09113,63.56568,-63.56568,0,1.80000,0.20000,-0.20000,0,Mass,1.310000,,,0,0.340000,0.018000,-0.018000,0,,,,,150,26,-27,0,80.200,23.200,-23.200,0,0,,,,,G V,5552.00,11.00,-11.00,0,1.14,0.02,-0.02,0,1.00,0.10,-0.10,0,0.250,0.050,-0.050,0,[Fe/H],0.066,0.010,-0.009,0,4.30,0.03,-0.03,0,16.0069000,0.0159000,-0.0159000
HD 190228 b,1,1,0,1143.59858000,1.76742000,-1.70680000,0,2.406000,0.045000,-0.047000,0,12.900,,,0,1.150,,,0,1598.67689,378.21580,-0.95349,0,5.03000,1.19000,-0.00300,0,Mass,4.090000,,,0,0.559000,0.010000,-0.010000,0,,,,,,,,,94.987,26.248,-31.419,0,0,,,,,G5 IV,5360.00,40.00,-40.00,0,2.59,,,0,1.42,0.08,-0.08,0,-0.240,0.060,-0.060,0,[Fe/H],0.697,,,0,4.02,0.10,-0.10,0,62.7146000,0.1210500,-0.1210500
HD 190007 b,1,1,0,11.72412800,0.00009900,-0.00009900,0,0.092000,0.000800,-0.000800,0,4.060,,,0,0.362,,,0,15.50000,1.20000,-1.30000,0,0.04877,0.00378,-0.00409,0,Msini,1.270000,,,0,0.136000,0.085000,-0.080000,0,,,,,,,,,,,,,0,,,,,K4 V,4610.00,20.00,-20.00,0,0.79,0.04,-0.04,0,0.77,0.02,-0.02,0,0.160,0.050,-0.050,0,[Fe/H],-0.680,0.010,-0.010,0,4.58,0.02,-0.02,0,12.7141000,0.0101000,-0.0100000
HD 189733 b,2,1,0,2.21857567,0.00000015,-0.00000015,0,0.031260,0.000360,-0.000360,0,12.666,0.112,-0.112,0,1.130,0.010,-0.010,0,359.14790,25.42640,-25.42640,0,1.13000,0.08000,-0.08000,0,Mass,0.943000,0.024000,-0.024000,0,0.000000,,,0,356.00,13.00,-12.00,0,1209,11,-11,0,85.710,0.000,0.000,0,0,2.400000,0.005800,-0.005800,0,K2 V,5052.00,16.00,-16.00,0,0.75,0.01,-0.01,0,0.79,0.08,-0.08,0,-0.020,,,0,[Fe/H],-0.461,0.018,-0.009,0,4.49,0.05,-0.05,0,19.7638000,0.0128000,-0.0127000
HD 189567 c,1,2,0,33.68800000,0.02500000,-0.02500000,0,0.197000,0.003000,-0.003000,0,2.540,,,0,0.227,,,0,7.00000,0.90000,-0.90000,0,0.02202,0.00283,-0.00283,0,Msini,2.350000,,,0,0.160000,0.090000,-0.090000,0,,,,,,,,,,,,,0,,,,,G3 V,5726.00,15.00,-15.00,0,1.04,0.03,-0.03,0,0.83,0.01,-0.01,0,-0.240,0.010,-0.010,0,[Fe/H],0.324,,,0,4.41,0.01,-0.01,0,17.9055000,0.0124000,-0.0123000
HD 189567 b,1,2,0,14.28800000,0.00200000,-0.00200000,0,0.111000,0.002000,-0.002000,0,2.850,,,0,0.254,,,0,8.50000,0.60000,-0.60000,0,0.02674,0.00189,-0.00189,0,Msini,2.020000,,,0,0.189000,,,1,,,,,,,,,,,,,0,,,,,G3 V,5726.00,15.00,-15.00,0,1.04,0.03,-0.03,0,0.83,0.01,-0.01,0,-0.240,0.010,-0.010,0,[Fe/H],0.324,,,0,4.41,0.01,-0.01,0,17.9055000,0.0124000,-0.0123000
HD 188641 b,1,1,0,14583.81038000,3328.20988000,-2616.26788000,0,12.027000,1.897000,-1.567000,0,11.900,,,0,1.060,,,0,9333.03117,1901.88519,-1179.77905,0,29.36500,5.98400,-3.71200,0,Mass,30.400000,,,0,0.034000,0.059000,-0.088000,0,,,,,,,,,49.245,4.350,-4.827,0,0,,,,,,5897.32,85.35,-116.19,0,1.94,0.07,-0.08,0,1.07,0.13,-0.13,0,-0.080,0.030,-0.030,0,[M/H],0.615,0.014,-0.011,0,3.89,0.06,-0.08,0,64.3399000,0.1793000,-0.1784000
HD 188015 b,2,1,0,461.20000000,1.70000000,-1.70000000,0,1.203000,0.070000,-0.070000,0,13.600,,,0,1.210,,,0,476.72000,41.32000,-41.32000,0,1.50000,0.13000,-0.13000,0,Msini,1.040000,,,0,0.137000,0.026000,-0.026000,0,,,,,,,,,,,,,0,,,,,G5 IV,5746.00,,,0,1.13,0.03,-0.03,0,1.09,,,0,0.289,,,0,[Fe/H],0.059,0.001,-0.001,0,4.45,,,0,50.6706000,0.1095000,-0.1089000
HD 18742 b,1,1,0,766.00000000,25.00000000,-25.00000000,0,1.820000,0.140000,-0.140000,0,13.100,,,0,1.170,,,0,1080.62200,381.39600,-381.39600,0,3.40000,1.20000,-1.20000,0,Msini,2.640000,,,0,0.040000,0.035000,-0.035000,0,,,,,,,,,,,,,0,,,,,G8/K0 IV,4940.00,,,0,5.13,,,0,1.36,,,0,-0.040,0.030,-0.030,0,[Fe/H],1.143,0.015,-0.016,0,3.09,,,0,162.6850000,3.0755000,-3.0755000
HD 187123 c,1,2,0,3810.00000000,420.00000000,-420.00000000,0,4.890000,0.530000,-0.530000,0,13.400,,,0,1.190,,,0,632.46000,79.45000,-79.45000,0,1.99000,0.25000,-0.25000,0,Msini,1.440000,,,0,0.252000,0.033000,-0.033000,0,,,,,,,,,,,,,0,,,,,G3 V,5790.00,157.71,-115.06,0,1.15,0.06,-0.06,0,1.04,0.11,-0.16,0,0.090,0.100,-0.100,0,[M/H],0.127,0.012,-0.010,0,4.33,0.08,-0.09,0,45.9548000,0.0716000,-0.0714000
HD 187123 b,1,2,0,3.09658280,0.00000780,-0.00000780,0,0.042600,0.002500,-0.002500,0,14.200,,,0,1.270,,,0,166.21800,13.66600,-13.66600,0,0.52300,0.04300,-0.04300,0,Msini,0.319000,,,0,0.010300,0.005900,-0.005900,0,,,,,,,,,,,,,0,,,,,G3 V,5790.00,157.71,-115.06,0,1.15,0.06,-0.06,0,1.04,0.11,-0.16,0,0.090,0.100,-0.100,0,[M/H],0.127,0.012,-0.010,0,4.33,0.08,-0.09,0,45.9548000,0.0716000,-0.0714000
HD 187085 b,1,1,0,1019.74000000,21.29000000,-22.58000000,0,2.100000,0.032000,-0.032000,0,13.900,,,0,1.240,,,0,265.70588,3.49613,-3.49613,0,0.83600,0.01100,-0.01100,0,Msini,0.544000,,,0,0.251000,0.221000,-0.191000,0,,,,,,,,,,,,,0,,,,,G0 V,6117.00,27.00,-27.00,0,1.27,0.07,-0.07,0,1.19,0.02,-0.02,0,0.120,0.040,-0.040,0,[Fe/H],2.130,0.550,-0.440,0,4.28,0.04,-0.04,0,45.8993000,0.0938000,-0.0935000
HD 18599 b,2,1,0,4.13743540,0.00000360,-0.00000370,0,0.048000,0.000400,-0.000400,0,2.600,0.150,-0.130,0,0.232,0.013,-0.012,0,24.10000,7.10000,-7.70000,0,0.07583,0.02234,-0.02423,0,Mass,7.500000,2.600000,-2.400000,0,0.340000,0.070000,-0.090000,0,145.00,16.00,-12.00,0,863,21,-18,0,87.600,1.400,-1.000,0,0,0.112554,0.003249,-0.003249,0,K2 V,5145.00,50.00,-50.00,0,0.77,0.02,-0.02,0,0.86,0.02,-0.02,0,0.000,0.080,-0.080,0,[Fe/H],-0.429,0.014,-0.014,0,4.54,0.09,-0.09,0,38.5653000,0.0366000,-0.0366000
HD 185283 b,1,1,0,4060.00000000,148.00000000,-112.00000000,0,4.600000,0.200000,-0.100000,0,13.600,,,0,1.220,,,0,413.17693,95.34852,-31.78284,0,1.30000,0.30000,-0.10000,0,Mass,0.903000,,,0,0.070000,0.050000,-0.040000,0,,,,,,,,,91.000,30.000,-31.000,0,0,,,,,K3 V,4848.00,155.62,-161.78,0,0.74,0.06,-0.06,0,0.80,0.04,-0.04,0,-0.060,0.070,-0.070,0,[M/H],-0.561,0.019,-0.018,0,4.59,0.14,-0.08,0,31.3950000,0.0545000,-0.0542000
HD 185269 b,3,1,0,6.83776000,0.00027000,-0.00027000,0,0.077000,0.003400,-0.003400,0,13.800,,,0,1.230,,,0,321.00830,4.44962,-4.44962,0,1.01000,0.01400,-0.01400,0,Msini,0.671000,,,0,0.229000,0.014000,-0.014000,0,,,,,,,,,,,,,0,,,,,G0 IV,5923.00,,,0,2.00,,,0,1.30,,,0,0.110,0.050,-0.050,0,[Fe/H],0.694,0.001,-0.001,0,3.92,,,0,51.9917000,0.0843000,-0.0840000
HD 18438 b,1,1,0,803.00000000,5.00000000,-5.00000000,0,2.100000,0.100000,-0.100000,0,12.100,,,0,1.080,,,0,6674.39655,317.82841,-317.82841,0,21.00000,1.00000,-1.00000,0,Msini,20.700000,,,0,0.100000,0.100000,-0.100000,0,,,,,,,,,,,,,0,,,,,M2.5 III,3860.00,100.00,-100.00,0,88.48,4.42,-4.42,0,1.84,0.09,-0.09,0,-0.400,0.100,-0.100,0,[Fe/H],2.968,0.019,-0.020,0,0.90,0.10,-0.10,0,224.1460000,9.0170000,-8.3560000
HD 184010 d,1,3,0,836.40000000,8.40000000,-8.40000000,0,1.920000,0.012000,-0.012000,0,14.300,,,0,1.280,,,0,143.02278,12.71314,-19.06970,0,0.45000,0.04000,-0.06000,0,Msini,0.269000,,,0,0.000000,,,0,,,,,,,,,,,,,0,,,,,K0 III-IV,4971.00,,,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0,-0.170,0.100,-0.100,0,[Fe/H],1.117,0.094,-0.098,0,3.18,0.08,-0.07,0,60.7993000,0.2548000,-0.2548000
HD 184010 c,1,3,0,484.30000000,5.50000000,-3.50000000,0,1.334000,0.013000,-0.005000,0,11.800,,,0,1.060,,,0,95.34852,9.53485,-19.06970,0,0.30000,0.03000,-0.06000,0,Msini,0.319000,,,0,0.000000,,,0,,,,,,,,,,,,,0,,,,,K0 III-IV,4971.00,,,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0,-0.170,0.100,-0.100,0,[Fe/H],1.117,0.094,-0.098,0,3.18,0.08,-0.07,0,60.7993000,0.2548000,-0.2548000
HD 184010 b,1,3,0,286.60000000,2.40000000,-0.70000000,0,0.940000,0.005000,-0.001000,0,12.100,,,0,1.080,,,0,98.52681,9.53485,-12.71314,0,0.31000,0.03000,-0.04000,0,Msini,0.306000,,,0,0.000000,,,0,,,,,,,,,,,,,0,,,,,K0 III-IV,4971.00,,,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0,-0.170,0.100,-0.100,0,[Fe/H],1.117,0.094,-0.098,0,3.18,0.08,-0.07,0,60.7993000,0.2548000,-0.2548000
HD 183579 b,1,1,0,17.47127800,0.00005800,-0.00006000,0,0.133400,0.006200,-0.006100,0,3.550,0.150,-0.120,0,0.317,0.013,-0.011,0,19.70000,4.00000,-3.90000,0,0.06198,0.01259,-0.01227,0,Mass,2.390000,0.570000,-0.540000,0,0.280000,,,0,58.10,5.30,-3.90,0,769,17,-13,0,89.330,0.410,-0.400,0,0,0.111800,0.003044,-0.003044,0,G2 V,5788.00,44.00,-44.00,0,0.99,0.04,-0.03,0,1.03,0.03,-0.03,0,-0.023,0.050,-0.050,0,[Fe/H],0.012,0.043,-0.032,0,4.50,0.03,-0.03,0,57.2651000,0.1875000,-0.1864000
HD 183263 c,1,2,0,4667.97841000,18.57225000,-17.90216000,0,5.585000,0.228000,-0.251000,0,12.500,,,0,1.120,,,0,2958.98247,483.73484,-579.08336,0,9.31000,1.52200,-1.82200,0,Mass,8.320000,,,0,0.051000,0.010000,-0.010000,0,,,,,,,,,73.718,63.943,-32.077,0,0,,,,,G2 IV,5875.99,101.23,-101.23,0,1.29,0.03,-0.03,0,1.06,0.14,-0.14,0,0.278,0.063,-0.063,0,[Fe/H],0.250,0.010,-0.013,0,4.28,0.03,-0.03,0,54.1955000,0.1131000,-0.1127000
HD 183263 b,1,2,0,624.87404000,0.25370000,-0.26179000,0,1.460000,0.060000,-0.065000,0,13.100,,,0,1.170,,,0,1103.18240,91.85241,-96.61984,0,3.47100,0.28900,-0.30400,0,Msini,2.700000,,,0,0.383000,0.007000,-0.007000,0,,,,,,,,,,,,,0,,,,,G2 IV,5948.00,27.00,-27.00,0,1.23,0.02,-0.02,0,1.06,0.14,-0.14,0,0.278,0.063,-0.063,0,[Fe/H],0.250,0.010,-0.013,0,4.37,0.01,-0.01,0,54.1955000,0.1131000,-0.1127000
HD 181720 b,1,1,0,956.00000000,14.00000000,-14.00000000,0,1.850000,0.040000,-0.040000,0,14.000,,,0,1.250,,,0,127.13200,19.06980,-19.06980,0,0.40000,0.06000,-0.06000,0,Msini,0.255000,,,0,0.260000,0.060000,-0.060000,0,,,,,,,,,,,,,0,,,,,G1 V,5736.00,37.00,-37.00,0,1.50,0.07,-0.07,0,1.03,0.20,-0.20,0,-0.620,,,0,[Fe/H],0.288,,,0,4.09,0.08,-0.08,0,60.2046000,0.2433000,-0.2414000
HD 181433 d,1,3,0,2172.00000000,158.00000000,-158.00000000,0,3.000000,,,0,14.200,,,0,1.270,,,0,171.00000,,,0,0.54000,,,0,Msini,0.328000,,,0,0.480000,0.050000,-0.050000,0,,,,,,,,,,,,,0,,,,,K3 IV,4962.00,134.00,-134.00,0,0.81,0.07,-0.05,0,0.78,,,0,0.330,0.130,-0.130,0,[Fe/H],-0.511,0.035,-0.038,0,4.37,0.26,-0.26,0,26.8762000,0.0225000,-0.0225000
HD 181433 c,1,3,0,962.00000000,15.00000000,-15.00000000,0,1.760000,,,0,14.100,,,0,1.260,,,0,203.00000,,,0,0.64000,,,0,Msini,0.398000,,,0,0.280000,0.020000,-0.020000,0,,,,,,,,,,,,,0,,,,,K3 IV,4962.00,134.00,-134.00,0,0.81,0.07,-0.05,0,0.78,,,0,0.330,0.130,-0.130,0,[Fe/H],-0.511,0.035,-0.038,0,4.37,0.26,-0.26,0,26.8762000,0.0225000,-0.0225000
HD 181433 b,1,3,0,9.37430000,0.00190000,-0.00190000,0,0.080000,0.000000,0.000000,0,2.400,,,0,0.214,,,0,6.35660,0.00000,0.00000,0,0.02000,0.00000,0.00000,0,Msini,2.530000,,,0,0.400000,0.060000,-0.060000,0,,,,,,,,,,,,,0,,,,,K3 IV,4918.00,15.00,-15.00,0,0.79,0.01,-0.01,0,0.63,0.07,-0.07,0,0.380,,,0,[Fe/H],-0.456,0.016,-0.013,0,4.45,0.04,-0.04,0,26.8762000,0.0225000,-0.0225000
HD 18143 c,1,2,0,28982.41764000,18264.56731000,-7978.16709000,0,17.530000,6.587000,-3.447000,0,12.500,,,0,1.110,,,0,3177.64841,623.26151,-594.65695,0,9.99800,1.96100,-1.87100,0,Mass,8.940000,,,0,0.194000,0.021000,-0.097000,0,,,,,,,,,35.980,2.853,-1.948,0,0,,,,,K2,5078.00,114.96,-141.00,0,0.87,0.03,-0.03,0,0.85,0.10,-0.10,0,0.280,,,0,[Fe/H],-0.320,0.012,-0.011,0,4.51,0.04,-0.01,0,22.5243000,0.0230000,-0.0230000
HD 18143 b,1,2,0,10.28510000,0.00213000,-0.00263000,0,0.088000,0.003000,-0.004000,0,3.280,,,0,0.293,,,0,10.80617,1.58914,-2.22480,0,0.03400,0.00500,-0.00700,0,Msini,1.680000,,,0,0.224000,0.171000,-0.122000,0,,,,,,,,,,,,,0,,,,,K2,5078.00,114.96,-141.00,0,0.87,0.03,-0.03,0,0.85,0.10,-0.10,0,0.280,,,0,[Fe/H],-0.320,0.012,-0.011,0,4.51,0.04,-0.01,0,22.5243000,0.0230000,-0.0230000
HD 181342 b,1,1,0,564.10000000,4.10000000,-4.10000000,0,1.592000,0.091000,-0.091000,0,13.200,,,0,1.180,,,0,807.28820,60.38770,-60.38770,0,2.54000,0.19000,-0.19000,0,Msini,1.930000,,,0,0.022000,0.051000,-0.051000,0,,,,,,,,,,,,,0,,,,,K0 III,4945.00,,,0,4.71,,,0,1.69,,,0,0.260,0.030,-0.030,0,[Fe/H],1.079,0.018,-0.018,0,3.28,,,0,120.3910000,0.6940000,-0.6940000
HD 181234 b,1,1,0,7593.40512000,113.61020000,-121.82598000,0,7.427000,0.304000,-0.340000,0,12.500,,,0,1.120,,,0,2980.91263,321.00669,-315.60361,0,9.37900,1.01000,-0.99300,0,Mass,8.390000,,,0,0.726000,0.010000,-0.010000,0,,,,,,,,,98.732,24.466,-41.610,0,0,,,,,G8 IV,5386.00,60.00,-60.00,0,1.06,0.02,-0.02,0,0.94,0.12,-0.12,0,0.320,0.050,-0.050,0,[Fe/H],-0.099,0.002,-0.002,0,4.37,0.03,-0.03,0,47.7458000,0.1298000,-0.1290000
HD 180902 b,2,1,0,510.90000000,1.50000000,-1.50000000,0,1.400000,0.110000,-0.110000,0,13.500,,,0,1.200,,,0,535.54355,13.03103,-13.03103,0,1.68500,0.04100,-0.04100,0,Msini,1.200000,,,0,0.107000,0.022000,-0.022000,0,,,,,,,,,,,,,0,,,,,K0 III/IV,4961.00,,,0,4.16,,,0,1.41,,,0,0.040,0.030,-0.030,0,[Fe/H],0.973,0.023,-0.024,0,3.36,,,0,104.5770000,0.5735000,-0.5735000
HD 180617 b,2,1,0,105.91100000,0.10900000,-0.10900000,0,0.343000,0.004000,-0.004000,0,3.530,,,0,0.315,,,0,12.21400,1.05000,-1.05000,0,0.03843,0.00330,-0.00330,0,Msini,1.530000,,,0,0.101000,0.053000,-0.053000,0,,,,,,,,,,,,,0,,,,,M2.5 V,3534.00,51.00,-51.00,0,0.48,0.01,-0.01,0,0.48,0.02,-0.02,0,-0.040,0.160,-0.160,0,[Fe/H],-1.490,0.005,-0.005,0,4.90,0.07,-0.07,0,5.9105900,0.0018300,-0.0018300
HD 180314 b,1,1,0,394.73000000,0.13000000,-0.13000000,0,1.448000,0.000000,0.000000,0,12.000,,,0,1.070,,,0,7216.92964,80.09276,-81.04624,0,22.70700,0.25200,-0.25500,0,Msini,22.900000,,,0,0.247000,0.009000,-0.009000,0,,,,,,,,,,,,,0,,,,,K0,4917.00,100.00,-100.00,0,9.20,0.40,-0.40,0,2.60,0.30,-0.30,0,0.200,0.090,-0.090,0,[Fe/H],1.643,0.066,-0.078,0,2.98,0.10,-0.10,0,122.3620000,0.4490000,-0.4490000
HD 18015 b,1,1,0,2278.00000000,71.00000000,-71.00000000,0,3.870000,0.320000,-0.320000,0,13.100,,,0,1.170,,,0,1048.83374,216.12332,-130.30965,0,3.30000,0.68000,-0.41000,0,Mass,2.560000,,,0,0.148000,0.061000,-0.061000,0,,,,,,,,,69.000,14.000,-19.000,0,0,,,,,G6 IV,5603.00,,,0,3.13,,,0,1.49,,,0,-0.140,0.010,-0.010,0,[Fe/H],0.974,0.004,-0.004,0,3.64,,,0,123.8010000,0.7975000,-0.7975000
HD 180053 b,1,1,0,213.72000000,0.47000000,-0.47000000,0,0.843000,0.063000,-0.063000,0,13.300,,,0,1.190,,,0,697.31902,20.34112,-20.34112,0,2.19400,0.06400,-0.06400,0,Msini,1.630000,,,0,0.081000,0.029000,-0.029000,0,,,,,,,,,,,,,0,,,,,K0,5131.00,,,0,4.06,,,0,1.75,,,0,0.250,0.100,-0.100,0,[M/H],1.099,0.003,-0.003,0,3.54,,,0,137.0430000,0.6090000,-0.6090000
HD 179949 b,1,1,0,3.09251400,0.00003200,-0.00003200,0,0.044300,0.002600,-0.002600,0,13.900,,,0,1.240,,,0,291.12000,24.15400,-24.15400,0,0.91600,0.07600,-0.07600,0,Msini,0.596000,,,0,0.022000,0.015000,-0.015000,0,,,,,,,,,,,,,0,,,,,F8 V,6168.00,,,0,1.27,0.03,-0.03,0,1.21,,,0,0.137,,,0,[Fe/H],0.301,0.001,-0.001,0,4.34,,,0,27.4573000,0.0578000,-0.0577000
HD 179079 b,1,1,0,14.47900000,0.01000000,-0.01000000,0,0.121400,0.006800,-0.006800,0,5.480,,,0,0.488,,,0,25.74423,6.35660,-6.35660,0,0.08100,0.02000,-0.02000,0,Msini,0.860000,,,0,0.049000,0.087000,-0.087000,0,,,,,,,,,,,,,0,,,,,G5 IV,5646.00,,,0,1.63,0.09,-0.09,0,1.14,0.19,-0.19,0,0.240,,,0,[Fe/H],0.380,0.050,-0.050,0,4.16,0.03,-0.03,0,69.7116000,0.3982000,-0.3938000
HD 178911 B b,3,1,0,71.48400000,0.02000000,-0.02000000,0,0.340000,0.010000,-0.010000,0,12.600,,,0,1.120,,,0,2552.17490,797.75330,-797.75330,0,8.03000,2.51000,-2.51000,0,Msini,7.010000,,,0,0.110000,0.000000,0.000000,0,,,,,,,,,,,,,0,,,,,G5,5588.00,115.00,-115.00,0,1.08,0.05,-0.05,0,1.24,0.58,-0.58,0,0.240,,,0,[Fe/H],-0.043,0.001,-0.001,0,4.46,0.20,-0.20,0,40.9727000,0.0464000,-0.0462000
